,,,,,,,San Jose,San Luis Obispo,Fresno,^,Las Vegas,St. George,^,Farmington,^,Pueblo,Garden City,Dodge City,Wichita,Tulsa,Poplar Bluff,Cape Girardeau,Paducah,Nashville,Knoxville,^,Raleigh,Richmond,Virginia Beach,,,,,,,,,,,,,,,,,,,,,,,,,Santiago de Compostela,Orense,León,Burgos,Logroño,Pamplona,Huesca,Llerida,Barcelona,,,Aleria,,,Roma,Corfinium,Canosium,,,,Epidamnos,^,,,,Ilion,Nikaia,Dorylaion,Gordion,Garsaura,Mazaka,Komana,^,^,Tushpa,Artashat,,Ardabil,,,Gurgan,Buzanjird,Nisa,Merv,Amul,Zamm,Termiz,Hulbuk,Taloqan,^,^,Qaghiliq,Khotan,Wumi,Ronglu,^,^,^,Yuegai,^,Gterlenkha,Gterlenkha,,Linqiang,Jincheng,^,Yiqu,Xianyang,Yaozhou,Jin,Yin,Lixia,Linzi,Jimo,,,,Jeonju,Daegu,Seorabeol,,Izumo,Okayama,Kobe,Kyoto,Nagoya,,,,,,,,,,
,,,,,,,,Santa Barbara,Bakersfield,Palm Springs,Lake Havasu City,Flagstaff,^,^,Santa Fé,Trinidad,Amarillo,Elk City,Oklahoma City,Fort Smith,Jonesboro,Memphis,Tupelo,Birmingham,Atlanta,Charlotte,Columbia,Wilmington,,,,,,,,,,,,,,,,,,,,,,,,,,Porto,Viseu,Salamanca,Valladolid,Calatayud,Zaragoza,Tortosa,Tarragona,,,,,Olbia,,,Capua,Neapolis,Beneventum,Tarentum,,Apollonia,Larissa,,,,Ephesos,Sardis,Antiokheia tes Pisidias,Ikonion,Thoana,^,^,Milid,Amida,,^,Gazaka,^,Rasht,Zadracarta,^,^,Asaak,Sarakhs,Maymana,Shaporgan,Bactra,Kunduz,^,^,Varshadeh,^,^,^,^,^,^,Jiajiboluoge,^,^,^,^,Rmachen,Rebgong,^,Tianshui,^,Chang'an,Shangyang,Luoyang,Xinzheng,Daliang,Qufu,Pengcheng,Yancheng,,,Gwangju,Jinju,,,Hiroshima,,,Naniwa,,,,,,,,,,,
,,,,,,,,,Los Angeles,Riverside,Yuma,Phoenix,^,^,Albuquerque,Clovis,Lubbock,Wichita Falls,Plano,Little Rock,Pine Bluff,Jackson,Meridian,Montgomery,Macon,Savannah,Charleston,,,,,,,,,,,,,,,,,,,,,,,,,,,Coimbra,Castelo Branco,Ávila,Toledo,Cuenca,Teruel,Valencia,,,Palma,,,Caralis,,,,,Crotona,,,,Thebai,Athenai,,,,Halikarnassos,Attaleia,Seleukia,^,Tarsos,Antep,Edessa,Nisibis,Ninua,Arbela,,Zanjan,^,Rhaga,Komis,Sabzevar,Nishapur,Tus,Bamiyan,Kapisi,^,^,^,Gilgit,^,^,^,^,Ger,^,Tanggula,^,^,^,Amdo,Gyêgumdo,^,^,^,Tanzhang,Nanzheng,Xicheng,Shangluo,Danyang,Yuzhou,Ruyin,Shouchun,Guangling,Tongzhou,,,,,,Hakata,,Matsuyama,Tokushima,,,,,,,,,,,,
,,,,,,,,,,San Diego,Los Algodones,?,Tucsón,Las Cruces,El Paso,Roswell,Midland,Fort Worth,Dallas,Shreveport,Monroe,Baton Rouge,Mobile,Pensacola,Tallahassee,Jacksonville,,,,,,,,,,,,,,,,,,,,,,Ponta Delgada,,,,,,Lisboa,Évora,Ba?alyaws,Qal'at Rabah,Al-Bas??,Mursiyya,Alicante,,,,,,,,,,,Rhegium,,,Messene,Korinthos,,,,,,,,,,Antiokheia,Khalpe,Sinjar,Asur,Kalhu,Saneh,^,Hangmatana,Saavikineh,Semnan,Torshiz,Torbat-e Jam,Herat,^,^,Kabul,Pushkalavati,Ranigat,Srinagar,^,^,^,Mtholding,Spuhreng,Kyakyaru,Coqên,Xainza,Dêgên,Nagchu,^,?,^,Rngaba,^,Langzhong,Bazi,^,Danjiangkou,Ying,Suizhou,Huangchuan,Hefei,Moling,,Wu,,,,,Nagasaki,Kumamoto,,,,,,,,,,,,,,
,,,,,,,,,,Ensenada,,?,San José de Imuris,Paquimeh,?,Pecos,San Angelo,Austin,Waco,Beaumont,Lafayette,La Nouvelle-Orléans,,,,Gainesville,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Maria de Faro,Walbah,Ishbiliya,Qurtubah,Garnatah,^,,,,,,,,,,Panormus,Messana,,,,,Sparti,,,,,,,,Salamis,,Ugarit,Hamath,Nikephorion,Dur-Kurigalzu,Eshnunna,Kirmanshah,^,Nahavand,Kashan,Jandaq,Golshan,Qayen,Farah,^,Ghazni,^,Kohat,Takkasila,Jhelum,Vallapura,^,^,^,^,Smonthang,Lhartse,^,,Damxung,Lhorong,Khrinkonrdal,Dkarmdzes,^,Chengdu,Anhan,Dangqu,Zaidi,Baidicheng,Jingzhou,Hanyang,Hankou,Tongling,Wuhu,Hangzhou,,,,,,,Kagoshima,,,,,,,,,,,,,,
,,,,,,,,,,Santa Catalina,,Pitic,^,?,Xicuahua,?,Del Rio,San Antonio,Houston,,,,,,,Tampa,Orlando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q?dis,M?laqah,Al-Mariyya,,,,Y,Wyksm,Yglgl,Rskd,Pwn,Qart-Hadasht,,,Syracusae,,,,,,,Kydonia,Knossos,,,,Paphos,,,Gebal,Kadesh,Mari,Sippar,Agade,Larak,Shapurkhast,^,Spahan,Naeyn,Narin,Birjand,Bost,Kandahar,^,Gardez,Andrapana,Naushera,Eminabad,Sagala,Kangra,Haridvara,^,^,^,^,Bsam'grubrtse,^,Rasa,Drakchi,^,^,Darrtsemdo,Jiading,Neijiang,Dianjiang,Linjiang,Enshi,Langzhou,,Wuchang,,Tunxi,Kuaiji,Mingzhou,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Guerrero Negro,Santa Rosalía,,Na'avojowa,^,?,?,?,?,Corpus Christi,,,,,,,,,Miami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shigan,Qrttn,Kartili,Ashir,Kirthan,^,Tbgg,Adramat,,,,,,,,,,,,,,,,,Sur,Dimasqu,Palmyra,Rapiqum,Barsip,Babilim,Nibbur,Shushan,Shurkutir,Ayapir,Abarkuh,Yazd,Neh,Zranka,Shalkot,^,Jampur,Kashtpur,Sibipura,Lavapuri,Satudardesh,Sthanishvara,Hastinapur,Ahichchhatra,Pokhara,^,^,^,Rgyalrtse,Rtsethang,^,Aalo,^,?,^,^,Yuzhou,Fuling,Dayong,Baoqing,Changsha,Jiancheng,Nanchang,Jingdezhen,Yongkia,Huipu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Loreto,,,Colhuacan,^,?,?,?,?,,,,,,,,,,,Charles Town,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanja,^,Rusaddir,Km',Mouaskar,^,?elfa,Tibeskert,Khenchela,Capsa,M?q?m Hadasht,,,,,,,,,,,,,,,,,Akka,Gerasa,Bosra,Ruwaished,Dilbat,Uruk,Lagash,Durine,Ohrmazd-Ardashir,^,Pathragada,Sirgan,Veh-Ardashir,Zahedan,Khnenta,Sibi,Sukkur,Deogarh,Derawar,Ajodhan,Khokrakot,Dilli,Sambhal,Saketa,Lumbini,Gorkha Dabar,Bhaktapur,^,^,^,^,Ratnapur,Sadiya,^,Jiandu,Bijie,Bozhou,^,Qianzhong,Lingling,Hengzhou,Luling,Nanfeng,Jianyang,Lya,,,,,,Shuri,,,,,,,,,,,,,,,
,,,,,,,,,,La Paz de California,,,Chametla,^,Chalchihuites,Zacatecah,Tamuin,Tampiko,,,,,,,Pinar del Río,La Habana,Sancti Spíritus,,,,Cockburn Town,,,,,,,,,,,,,,,,,,,,,,,,,,Sala,Fizaz,Wudja,^,Chellala,Lbaye?,Al-Aghwat,Tuqurt,Al-W?d?,Turris,Takapes,Tsabratan,Oyat,Lpqy,,,,Taucheira,Kyrene,,,Per-Wadjet,Djedet,,,,Yafo,Yerushalayim,Ammon,Qurayyat,Turaif,Iritu,Iritu,Uru,Vahman-Ardashir,Arrajan,Bay-Shapur,Parsa,^,^,Bam,^,Chandka,Aror,Jaisana,Nagaur,Jhunjhunu,Neemrana,Vrindavan,Kampil,Kashika,Ghazipur,Vaishali,Mithila,Gograha,Mainaguri,Pragjyotishpura,Dimapur,Dibrugarh,^,Mogaung,Dali,^,Guiyang,Duyun,Guizhou,Hezhou,Leiyang,Qianzhou,Meizhou,Xiamen,Quanzhou,,,Hobe,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Xalixko,Tonallan,Tzintzuntzan,Tollan,Teayo,,,,Mayapan,Uuc Yabnal,,,,,Puerto del Príncipe,Santiago de Cuba,,,,,,,,,,,,,,,,,,,,,,,Funchal,,,,Amegdul,Me??akec,A?mat,^,Sijilmasa,Bashar,Arbawet,Ta?erdayt,Wargren,Douar El Ma,Tieret,Fumm Ti??awin,Nalut,Zintan,Thubactis,M?q?m,,,Euesperides,Paliouros,Antipyrgos,Amunia,Ra-Kedet,Zau,Per-Bast,Per-Ramessu,Tjaru,Gaza,Timna,Sela,Dumatha,Sakakah,Rafha,Hafar al-Batin,Agarum,,,Ram Ardashir,Darabgerd,Homirzad,Gulashkird,Pahrah,^,Sehvan,Sakrand,Khed,Mandore,Ajayameru,Bairat,Mathura,Kanyakubja,Kaushambi,Sahastrarama,Pataliputra,Rajagriha,Champa,Gauda,Srihatta,Maibang,Kangla,^,?,Yingjiang,Yunnan-fu,^,Baise,Yongzhou,Yulin,Gaoyao,Panyu,Nantou,Chaozhou,,,Taioan,Dadun,,,,,,,,,,,,,,,,,,
L?hu?e,,,,,,,,,,,,,,Cihuatlan,^,Calixtlahuaca,Tenochtitlan,Tlaxcallán,Cempoalatl,,,Uxmal,Zama,,,,,,,,Cap-Français,Santiago de los Caballeros,,,,,,,,,,,,,,,,,,,,,,,,Tarudant,^,^,Tagmadert,Merzouga,Haresse Lil,Timimoun,Taourirt,Hassi Messaoud,El Borma,Debdeb,Tidamensi,Kabaw,Castra Madensia,Gholaia,Hun,Arae,Automala,Adjabiya,Bi'r bin Ghunayma,Jaghbub,Sekht-Am,Yamu,Inebu-hedj,Inebu-hedj,Per-Atum,,^,Elath,Tabuk,Tayma,Ha'il,Uyun Al-Jiwa,Al Artawiyah,Al Jubayl,,,,Siraf,,Harmozeia,Tiz,Gwadar,Bela,Thatta,Kahu-Jo-Darro,Anhilwara,Chittor,Bundi,Gvaliyar,Balwantnagar,Kharjuravahaka,Rewa,Gaya,Khukhragarh,Bishnupur,Karnasuvarna,Bikrampur,Mainamati,^,Kalaymyo,Tagaung,Sampanago,Pu'er,?,Leilou,Chongzuo,Guangzhouwan,Gaozhou,Xiangshan,,,,,Takau,,,,,,,,,,,,,,,,,,,
,,Honolulu,,,,,,,,,,,,,Coliman,Tlachco,^,Cuauhnahuac,Coixtlahuacan,Lakamha,Chakanputun,Ox Te' Tuun,Lam'an'ain,,,,,Port Royal,,,Port-au-Prince,San Juan de la Maguana,Santo Domingo,,San Juan,,,,,,,,,,,,,,,,,Las Palmas,,,Semara,Nul,Tinduf,Oum el Assel,Targala,Tabelbert,Ouled Ahmed Timmi,Taw?t,Timokten,Foggaret Ezzoua,?,Bordj Omar Driss,Iilizi,Zinchecra,Germa,Sebh?,Elfoqhat,Az-Zallah,Maradah,Awjila,Jalu,?,Ta-Iht,Shedet,Het-Nesut,Ipu,Saww,,,Duba,Al-Hijra,Madinah,Ar-Rass,Buraydah,Az Zulfi,Rumah,Al-Qatif,,,,,,,,,Debal,Paddhargadh,Ashaval,Chandanavati,Ujjain,Sanchi,Suktimati,Tripuri,Ratnapura,Raigarh,Khiching,Tamralipta,Chandraketugarh,Chandrodip,,Chattogram,?,Zeyapura,Awa,Luang Prabang,^,Thang Long,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Hilo,,,,,,,,,,,,,Tepecuacuilco,Tututepec,Huaxyacac,Pa' Chan,Q'umarkaj,Yax Mutal,,,,,,,,,,,,,,,Basse-Terre,,,,,,,,,,,,,,,,,Villa Cisneros,Idjil,Idjil,Bir Moghreïn,Chegga,Taghaza,Taghaza,In Zghmir,Reggane,Aïn Salah,?,?,Bordj El Houasse,^,Ghat,Marz?q,Marz?q,Zaw?la,?,?,Tazirbu,Tazirbu,Al-Jawf,Pa-Mwt,Hebet,Zawty,Abdju,Waset,Tao,,,Yanbu,Al-Qudayd,Afif,Al-Quway'iyah,Hajr,Hajr,Al-Hufuf,Dilmun,,,Sohar,,,,,,,Vallabhipur,Khambat,Dhar,Mahismati,Chouragarh,Mandla,Sirpur,Bargarh,Sambalpur,Viraja,,,,Mrauk U,?,Pagan,^,Chiang Rai,^,Hoa Lu,,,Qiongzhou,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,^,,,,,,,,,,,,,,,,,Kaminaljuyu,^,Oxwitik,Trujillo,Black River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arguin,Azuki,Shinqit,W?d?n,?,?,Tawdenni,?,Bordj Badji Mokhtar,Timiaouine,In Amguel,Abalessa,^,Janit,?,Tajarhi,Qatrun,Wour,Aozou,?,Ma'tan as-Sarra,Muzui,Al-Jawf,?,Selima,Para,Nekhen,Abw,Shashirît,,,,Jiddah,Makkah,At-Ta'if,Layla,Al-Kharj,Yabrin,Murwab,Sir Bani Yas,Julfar,Tawam,Masqat,,,,,Dvarka,,Bharuch,Devagiri,Vatsagulma,Pravarapura,Bramhapuri,Kanker,Bhawanipatna,Puri,Tosali,,,,,?,Thayae Khittaya,?,Chiang Mai,Wiang Chan,?,?,,,,,,,,^,Tugegaraw,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tazumal,Kuzshkatan,,Bragman's Bluff,,,,,,,,,,,,Speightstown,,,,,,,,,,,,,,,,,Nwakco?,Boutilimit,Ksar el Barka,Tidjikja,Tchit,?,Arawan,Mabr?k,Tessalit,Tadmekka,Tin Zaouatine,Gezzam,Arlit,Asode,?,Djado,Dirkou,Bardaï,^,?,Gouro,Ma'tan as-Sarra,?,Laqiya Arba'?n,Selima,Pedeme,Kerma,Per-Selk,Deraheib,Shashirît,,,Al-Qunfudhah,Baljurashi,Bisha,Aqiq Bani Uqayl,Qaryat al-Faw,Al-Yamama,Yabrin,Liwa,Ibri,Nizwa,Sur,,,,,,,Shurparaka,Junnar,Kalyani,Basar,Suryapuram,Dantewada,Kotpad,Visakhapatnam,,,,,,?,Honsavatoi,?,Phitsanulok,Udon Thani,?,?,Kandapurpura,,,,,,,Bigan,Ibon,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Santiago de los Caballeros de Léon,Bluefields,,,,,Riohacha,,Capatárida,Coro,,,,,,,,,,,,,,,,,,,,,Njurbel,Tukuloor,Aleg,Awdaghost,Walata,Raz El Ma,Tumbutu,Bamba,Tondibi,Talataye,Ménaka,Takedda,Agadez,^,?,Fachi,Bilma,Zouar,Kidirmi,Faya,Ayn Galakka,?,Nukheila,El Atrun,El Atrun,Sakole,Napa,Kurgus,Alwa,Oosook,,,,Bariq,^,Najran,Sharurah,Sharurah,Tarim,Thumrait,Haima,Duqm,,,,,,,,Rairi,Kolhapur,Manyakheta,Golkonda,Orugallu,Vengipuram,Rajamahendravaram,,,,,,,Phasem,,Thaton,Lavapura,Nakhon Ratchasima,?,Ubon Ratchathani,?,Indrapura,,,,,,Selurong,Lucena,,,,,,,,Hagåtña,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Cartago,,Ciudad de Panamá,,Cartagena de Indias,^,Maracaibo,San Ambrosio de Punta de Piedra,Barquisimeto,Caracas,Cumaná,Muturín,,,,,,,,,,,,,,,Ribeira Grande,,,Ndeer,Lingeer,Maghama,Diara,Kumbi Saleh,Tondidarou,Korienza,Gossi,Gawgaw,Ansongo,Andéramboukane,Tahoua,Alkalawa,Zengou,Gure,Gatiga,Beri,M?n?n,Barak,Koro Toro,Fada,Wadi Hawar,Wadi Kutum,Mellit,?,Debba,Korti,Nuri,Medewi,Badi,Missiwa,,,Jazan,^,San'a,Ataq,Shibam,Tarim,Salalah,Mirbat,,,,,,,,,Chandrapura,Saundatti,Vijayanagara,Vijayapuri,Amaravathi,Masulipatnam,,,,,,,,,,Dawei,Ayutthaya,?,Yasodharapura,?,?,Vijaya,,,,,,,,Naga,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,San José de David,,Santa María la Antigua del Darién,Santa Fe de Antioquia,Bucaramanga,Mérida,^,Guanare,Calabozo,Santa Gertrudis de Tigre,San Félix,Anna Regina,,,,,,,,,,,,,,,,,Ndakaaru,Anyam-Godo,Farabana,Diakaba,Sizani,Diakha,Bandiagara,Hombori,Dori,Kukiya,Namay,Birnin Kebbi,Katsina,Daura,Birnin N'Gafata,Zamtam,,Njimi,Kawal,Kalo,Biltine,^,Dar Tama,Uri,Seringet,Ushara,Kerri,Tolkte,Aborepi,Akordat,Manbar,,,,Zabid,^,Qana,Al-Mukallah,Ash-Shihr,,,,,,,,,,,,Murdeshwar,Chandanavati,Kadapa,Nellore,,,,,,,,,,,Phetchaburi,,Chanthaburi,,?,Panduranga,Kauthara,,,,,Puerto Princesa,,Sugbo,,Kankabatok,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quibdó,Medellín,Tunja,^,Pore,El Picacho,^,Angostura,^,Bartica,Georgetown,,,,,,,,,,,,,,,,Karabane,Ndorna,Tambaakundaa,Sediousaba,Ka-ba,Segu,Jenne,Kumbi Tenga,Tenkodogo,Bingo,Dosso,Gwandu,Dutsi,Dala,Biram,K?k?,,,Bidderi,Samna,Tajuwa,Geneina,^,Rahad Tendelti,El Obeid,Dewaim,Soba,Soba,Gorgora,Gwandar,Aksum,Dongolo,,,Ta'izz,Adan,,,,,,,,,,,,,,,Mangalapuram,Srirangapatna,Talakadu,Mahabalipuram,,,,,,,,,,,Myeik,,,Angkor Borei,?,Prey Nokor,,,,,Brooke's Point,,,,,,,,,,,,,,,,,,,,,
,,,,,Tabwakea,,,,,,,,,,,,,,,,,,,,,,,^,Cali,Bogotá,^,San Martín de los Llanos Orientales,Puerto Inírida,San Fernando de Atabapo,^,Santa Elena de Uairén,^,Christianburg,Fort Nassau,Fort Zeelandia,Cayenne,,,,,,,,,,,,,,Kansala,^,Kurussa,Niani,Sikaso,Sia,Yagbum,Yendi,Jugu,Nikki,Birnin Yawuri,Zazzau,Rano,Bauchi,Dikwa,Makary,Gamtila,Balagi,Mongo,Goz Beïda,Zalingei,Niyala,En Nahu,Kaduqli,Delami,Sinar,Teawa,Yesmala,,^,Enda Meseqel,Awdal,,,,,,Suq,,,,,,,,,,,,,Kallikkottai,Tanjapuri,Kanchipuram,,,,,,,,,,,Chaiya,,,,O Keo,,,,,,,,,Samboangan,Himologan,Butuan,,,Koror,,,,,,,,,,,,?,
,,,,,,,,,,,,,,,,,,,,,,,,,,,San Mateo,Males,^,^,San José del Guaviare,Miraflores,Puerto Colombia,^,^,Forte São Joaquim,Forte São Joaquim,Lethem,Kasuela,Stoelmanseiland,Maripasoula,Amapá,,,,,,,,,,,,,,Kamabai,Kissidougou,^,Korhogo,Kong,Salaga,Kete Krachi,Sokode,Kana,Ilé-Ifè,Bida,^,Lafia,Yola,Kerawa,Mser,Massenya,Melfi,Am Timan,Ouanda Djallé,Raga,Aweil,Mishra-el-Rek,Fashoda,Er Roseires,Asosa,Bahir Giyorgis,^,Roha,Wasal,Daggar,Barbara,^,Boosaaso,,,,,,,,,,,,,,,,Desinganadu,Madurai,,,,,,,,,,,,Thalang,Tambralinga,,,,,,,,Api-Api,,,Bauang,,Dabaw,,,,,,,,,,,Kapingamarangi,Nan Madol,,,,,
,,,,,,,,,,,,,,,,,,,,,El Progresso,,,,,Jocay,Qitu,^,^,Florencia,Mitú,São Gabriel da Cachoeira,São Gabriel da Cachoeira,Santa Isabel do Rio Negro,Barcelos,Caracaraí,Caracaraí,Oximiná,Óbidos,Monte Alegre,Santana,Macapá,Breves,,,,,,,,,,,,,,Gawulun,Gbezohn,^,Gbèkèkro,Kumasi,Keta,Hulagan,Gl?xwé,Èkó,?do,Igbo-Ukwu,Wukari,Kwararafa,Ngaoukor,Pala,Moundou,Sarh,N'Délé,Bria,Bayyu,Wau,Rumbek,Yirol,Sobat,Gore,Malbarde,Barara,Walale,G?y,^,Maduuna,Qardho,Xaafuun,,,,,,,,,,,,,,,,,Vizhinjam,,Yapanaya,,,,,,,,,,,Kedah,?,,,,,,Vijayapura,^,?,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Ingapirka,^,^,San Antonio de la Coca,San Lorenzo de los Tibilos,Leticia,São Gabriel da Cachoeira,Santa Isabel do Rio Negro,Santa Isabel do Rio Negro,Barcelos,Barcelos,Itapiranga,Oximiná,Óbidos,Monte Alegre,Almeirim,Arucará,Belém,Castanhal,São Luís,,,,,,,,,,,,,Barrobo,Gbogré-Djigbi,Krindjabo,Oguaa,Nkran,,,,Warri,Arochukwu,Akwa Akpa,^,Fumban,Meiganga,Bouar,Krébédjé,Bambari,Bängâsu,Zemio,Burekiwe,Yei,Gondokoro,Bor,Bonga,Hirmata,^,^,Imi,Degehabur,Gaalkacyo,Eyl,,,,,,,,,,,,,,,,,,,,Anuratapuram,Jananathapuram,,,,,,Lamuri,Kota Lhokseumawe,,,Gangga Negara,?,,,,,?,^,?,,,,,,,,,,,,,,,,,,,,,,Tarawa
,,,,,,,,,,,,,,,,,,,,,,,,,,,Tumipampa,^,Bagua Grande,Yurimaguas,Iquitos,Tabatinga,Jutaí,Tefé,Maraã,Manacapuru,São José do Rio Negro,Serpa,Parintins,Santarém,Altamira,Alcobaça,Mocajuba,Paragominas,Santa Inês,Parnaíba,Forte São Sebastião,Mossoró,,,,,,,,,,,,,,,,,,,,,Duala,Ongola,Bertua,Bangi,Bokuda,Upoto,Bumba,Buta,Isiro,Aru,Gulu,Masindi,Kelem,,Marsabet,Wajeer,Mandheera,Qalaafe,Mareeg,Hobyo,,,,,,,,,,,,,,,,,,,,Gimhathitha,Senkadagala,,,,,,,^,Aru,,,Singapura,,,Sambas,Santubong,^,^,Kutai,,,Suwawa,Manado,,Ternate,,,,,,,,Lorengau,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Tumpis,Tukumi,^,^,Tarapoto,Benjamin Constant,Tabatinga,Jutaí,Tefé,Coari,Manicoré,Borba,Maués,Itaituba,Altamira,Altamira,Marabá,São Vicente do Araguaia,Imperatriz,Caxias,Vila do Poti,Crato,Campina Grande,Natal,,,,,,,,,,,,,,,,,,Santa Isabel,,Mang,Angone,Makoku,Impfondo,Makanza,Basankusu,Isangi,Kisangani,Butembo,^,,Lubaga,^,Mumias,Nakuru,Gaarrisa,Bardhere,Marka,Muqdisho,,,,,,,,,,,,,,,Malaitivu,,,,,,,,,,,,,,,Barus,Pannai,,,,,Sukadana,?,?,Muara Teweh,?,,?,,,,,,?,,Biak,Jayapura,Wewak,,,,,,,,,,
,,,,Fakaofo,,,,,,,,,,,,,,,,,,,,,,,Chan Chan,Kashamarka,^,Pucallpa,Cruzeiro do Sul,Boca do Acre,Caruari,Lábrea,Lábrea,Humaitá,Apuí,Apuí,Itaituba,Altamira,São Félix do Xingu,Vila da Palma,Porto Real,Porto das Caraíbas,São Raimundo Nonato,Oeiras,Passagem,Caruaru,Recife,,,,,,,,,,,,,,,,,,,,Sangatanga,Mayumba,Masuku,Mbé,Wangata,Boende,Opala,Riba Riba,Ngoma,,Nyanza,,,^,^,Lamu,Kismaayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pagaruyung,Dharmasraya,Jambi,Jambi,,,,Ketapang,Pangkalan Bun,Kuta Lingga,Banjarmasih,,Malangke,?,,,?,,Wanin,?,^,^,^,Madang,,Kimbe,Simpson Harbour,,,,,,
,Funafuti,,,,,,,,,,,,,,,,,,,,,,,,,,^,Wanakupampa,^,^,Atalaya,Rio Branco,Ingavi,Riberalta,Porto Velho,Porto Velho,Novo Aripuanã,Aripuanã,Juara,Alta Floresta,São Félix do Araguaia,Gurupi,Arraias,Campo Largo,Jacobina,Juazeiro,São Cristóvão,Vila Santa Madalena,,,,,,,,,,,,,,,,,,,,,,Bwali,Malemba,Nkuna,Bolobo,Dekese,Lodja,Kindu,Rusozi,^,Kitega,,,Getembe,Olpurapurana,Malindi,,,,,,,,,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,^,?,Srivijaya,?,,,,,,,,Makassar,,Butung,,,,,,,?,Mount Hagen,^,Morobe Harbour,,,,Luaniua,,,,
,,,,,,,,,,,,,,Tai Pi,,,,,,,,,,,,,Manchan,^,Wankayuq,^,Puerto Maldonado,Cobija,Puerto Rico,Rurrenabaque,Guajará-Mirim,Forte Príncipe da Beira,Vila Rondônia,Comodoro,Diamantino,Sinop,Araguaiana,São Miguel do Araguaia,São José do Tocantins,Carinhanha,Caetité,Feira de Santana,São Salvador da Bahia,,,,,,,,,,,,,,,,,,,,,,,,Kiengele,M'banza-Nsundi,Okango,Ilebo,Nsheng,Nyangwe,Bomani,,^,Mwanza,Unyanyembe,^,Mombasa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^,?,Menggala,,,,,,,,,,,,,?,,?,,Merauke,?,,Port Moresby,Samarai,,,,,Mungiki,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pachakamaq,^,^,^,^,^,San Borja,Santa Ana del Yacuma,Magdalena,Vilhena,Vila Bela,Vila Maria do Paraguai,Cuiabá,Poxoréu,Vila Boa de Goiás,Brasília,Januária,Montes Claros,Arraial da Conquista,Ilhéus,,,,,,,,,,,,,,,,,,,,,,,,Mpinda,M'banza-Kongo,M'banza-Mbata,M'banza-Mashita,Mpengie,Katende,Kasongo,,Ujiji,Urambo,Tabora,Arusha,Tanga,,Zanzibar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sundapura,Pekalongan,Jepara,Kahuripan,,,,Dompo,,?,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inkawasi,Willkawaman,Willkapampa,Qusqu,Raqch'i,^,San Ignacio de Moxos,Trinidad,Concepción de Santa Cruz,San Ignacio de Velasco,San Matías,Vila Maria do Paraguai,Cuiabá,Jataí,Goiânia,Caldas Novas,Paracatu,Diamantina,^,Porto Seguro,,,,,,,,,,,,,,,,,,,,,,,,Mbanza-Bumbe,Mbwila,Yaka,Mwaka Kumbana,Mai Munene,Mwibele,Kiambi,,Sumbawanga,,Manyoni,Mpwapwa,Kaole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banten,Pakuan Pajajaran,^,Yogyakarta,Dahanapura,Banger,Bedulu,,,?,,,,,,,,Thursday Island,,,,,,,,,,
,,,,Ta'u,,,,,,,,,,,,,,,,,,,,,,,,,Pukatampu,^,^,Hatunqulla,^,^,^,Santa Rosa del Sara,San Miguel de Velasco,Puerto Quijarro,Corumbá,Coxim,Chapadão do Sul,Rio Verde,Uberaba,Araxá,Vila Rica,^,Vitória,,,,,,,,,,,,,,,,,,,,,,,,Lwanda,Kabasa,Matamba,Shah-Muteba,Musumba,^,,Kanyembo,^,Mbande,^,Kalenga,Mzizima,Kilwa,,Kisimani Mafia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,Port Essington,,,Aurukun,,,,,,,,,Makata,
